question1,question2,score
number-of-beautiful-integers-in-the-range,index-pairs-of-a-string,0.0
number-of-ways-to-buy-pens-and-pencils,paint-fence,0.0
largest-palindromic-number,path-in-zigzag-labelled-binary-tree,0.0
maximum-gcd-sum-of-a-subarray,factor-combinations,0.0
snapshot-array,k-inverse-pairs-array,0.0
course-schedule-iv,count-houses-in-a-circular-street-ii,0.0
car-fleet,minimum-moves-to-reach-target-score,0.0
maximize-number-of-subsequences-in-a-string,create-binary-tree-from-descriptions,0.0
all-nodes-distance-k-in-binary-tree,sell-diminishing-valued-colored-balls,0.0
destroy-sequential-targets,number-of-valid-words-for-each-puzzle,0.0
goal-parser-interpretation,delete-node-in-a-bst,0.0
divide-players-into-teams-of-equal-skill,maximum-white-tiles-covered-by-a-carpet,0.0
most-popular-video-creator,maximum-score-after-splitting-a-string,0.0
find-winner-on-a-tic-tac-toe-game,design-a-file-sharing-system,0.0
linked-list-components,4sum,0.0
difference-of-number-of-distinct-values-on-diagonals,prefix-and-suffix-search,0.0
minimum-jumps-to-reach-home,find-eventual-safe-states,0.0
number-of-subarrays-with-gcd-equal-to-k,check-if-strings-can-be-made-equal-with-operations-i,0.0
binary-tree-longest-consecutive-sequence,create-maximum-number,0.0
subrectangle-queries,insert-into-a-binary-search-tree,0.0
minimum-adjacent-swaps-to-make-a-valid-array,convert-a-number-to-hexadecimal,0.0
remove-colored-pieces-if-both-neighbors-are-the-same-color,reverse-bits,0.0
count-paths-that-can-form-a-palindrome-in-a-tree,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,0.0
generate-a-string-with-characters-that-have-odd-counts,valid-word-square,0.0
find-the-xor-of-numbers-which-appear-twice,replace-question-marks-in-string-to-minimize-its-value,0.0
equalize-strings-by-adding-or-removing-characters-at-ends,count-equal-and-divisible-pairs-in-an-array,0.0
average-height-of-buildings-in-each-segment,total-appeal-of-a-string,0.0
count-k-subsequences-of-a-string-with-maximum-beauty,find-smallest-common-element-in-all-rows,0.0
maximum-binary-string-after-change,super-egg-drop,0.0
split-message-based-on-limit,closest-leaf-in-a-binary-tree,0.0
beautiful-array,create-binary-tree-from-descriptions,0.0
count-number-of-texts,sort-transformed-array,0.0
short-encoding-of-words,find-k-pairs-with-smallest-sums,0.0
minimum-fuel-cost-to-report-to-the-capital,count-strictly-increasing-subarrays,0.0
a-number-after-a-double-reversal,check-if-string-is-transformable-with-substring-sort-operations,0.0
minimum-garden-perimeter-to-collect-enough-apples,sum-of-imbalance-numbers-of-all-subarrays,0.0
total-cost-to-hire-k-workers,number-of-lines-to-write-string,0.0
finding-the-users-active-minutes,cracking-the-safe,0.0
target-sum,count-vowel-substrings-of-a-string,0.0
number-of-substrings-containing-all-three-characters,maximum-subarray-sum-with-one-deletion,0.0
count-nodes-that-are-great-enough,count-number-of-homogenous-substrings,0.0
valid-palindrome-iii,construct-quad-tree,0.0
merge-two-2d-arrays-by-summing-values,can-you-eat-your-favorite-candy-on-your-favorite-day,0.0
count-ways-to-build-rooms-in-an-ant-colony,rearrange-spaces-between-words,0.0
balance-a-binary-search-tree,count-subarrays-with-fixed-bounds,0.0
adding-two-negabinary-numbers,reverse-odd-levels-of-binary-tree,0.0
print-foobar-alternately,put-boxes-into-the-warehouse-ii,0.0
find-indices-with-index-and-value-difference-i,divide-a-string-into-groups-of-size-k,0.0
bulb-switcher,maximum-binary-string-after-change,0.0
pyramid-transition-matrix,construct-binary-tree-from-preorder-and-postorder-traversal,0.0
robot-collisions,count-all-possible-routes,0.0
count-vowel-strings-in-ranges,minimum-operations-to-make-a-special-number,0.0
minimum-edge-reversals-so-every-node-is-reachable,walking-robot-simulation,0.0
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,find-k-pairs-with-smallest-sums,0.0
maximum-size-subarray-sum-equals-k,reverse-linked-list-ii,0.0
kth-largest-element-in-a-stream,stone-game-ii,0.0
concatenation-of-consecutive-binary-numbers,check-distances-between-same-letters,0.0
design-bitset,nearest-exit-from-entrance-in-maze,0.0
visit-array-positions-to-maximize-score,reachable-nodes-with-restrictions,0.0
minimum-size-subarray-sum,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,0.0
convert-sorted-array-to-binary-search-tree,find-occurrences-of-an-element-in-an-array,0.0
shortest-string-that-contains-three-strings,divisible-and-non-divisible-sums-difference,0.0
sum-of-square-numbers,pyramid-transition-matrix,0.0
last-stone-weight-ii,tweet-counts-per-frequency,0.0
check-completeness-of-a-binary-tree,minimum-falling-path-sum,0.0
number-of-wonderful-substrings,linked-list-cycle-ii,0.0
shortest-distance-to-a-character,smallest-value-after-replacing-with-sum-of-prime-factors,0.0
find-longest-special-substring-that-occurs-thrice-ii,multiply-strings,0.0
minimum-edge-weight-equilibrium-queries-in-a-tree,word-squares,0.0
minimum-cost-to-equalize-array,number-of-pairs-of-interchangeable-rectangles,0.0
delete-operation-for-two-strings,number-of-ways-to-reconstruct-a-tree,0.0
day-of-the-year,convert-sorted-list-to-binary-search-tree,0.0
strings-differ-by-one-character,best-time-to-buy-and-sell-stock-with-transaction-fee,0.0
kth-largest-element-in-a-stream,number-of-rectangles-that-can-form-the-largest-square,0.0
additive-number,longest-substring-of-one-repeating-character,0.0
maximum-consecutive-floors-without-special-floors,cells-in-a-range-on-an-excel-sheet,0.0
queens-that-can-attack-the-king,number-of-recent-calls,0.0
russian-doll-envelopes,minimum-time-to-visit-a-cell-in-a-grid,0.0
put-boxes-into-the-warehouse-i,pyramid-transition-matrix,0.0
bold-words-in-string,make-costs-of-paths-equal-in-a-binary-tree,0.0
game-of-nim,robot-room-cleaner,0.0
erect-the-fence,reachable-nodes-in-subdivided-graph,0.0
find-palindrome-with-fixed-length,minimum-cost-to-hire-k-workers,0.0
minimum-split-into-subarrays-with-gcd-greater-than-one,license-key-formatting,0.0
number-of-unique-categories,maximize-number-of-nice-divisors,0.0
maximum-number-of-jumps-to-reach-the-last-index,number-of-single-divisor-triplets,0.0
time-needed-to-inform-all-employees,max-consecutive-ones-ii,0.0
find-original-array-from-doubled-array,maximum-xor-product,0.0
count-pairs-whose-sum-is-less-than-target,find-the-derangement-of-an-array,0.0
flatten-2d-vector,find-the-value-of-the-partition,0.0
maximum-value-after-insertion,counting-words-with-a-given-prefix,0.0
shift-2d-grid,number-of-students-doing-homework-at-a-given-time,0.0
maximum-font-to-fit-a-sentence-in-a-screen,coin-change,0.0
boundary-of-binary-tree,swap-adjacent-in-lr-string,0.0
largest-triangle-area,buildings-with-an-ocean-view,0.0
prime-arrangements,form-array-by-concatenating-subarrays-of-another-array,0.0
count-number-of-ways-to-place-houses,put-boxes-into-the-warehouse-i,0.0
richest-customer-wealth,fizz-buzz,0.0
longest-common-subpath,maximum-number-of-robots-within-budget,0.0
shortest-cycle-in-a-graph,buildings-with-an-ocean-view,0.0
unique-email-addresses,count-numbers-with-unique-digits-ii,0.0
water-bottles-ii,longest-common-suffix-queries,0.0
maximum-rows-covered-by-columns,2-keys-keyboard,0.0
moving-average-from-data-stream,number-of-spaces-cleaning-robot-cleaned,0.0
maximum-width-of-binary-tree,find-subarrays-with-equal-sum,0.0
sum-of-values-at-indices-with-k-set-bits,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,0.0
remove-nodes-from-linked-list,count-substrings-that-differ-by-one-character,0.0
number-of-ships-in-a-rectangle,maximum-prime-difference,0.0
bomb-enemy,delete-leaves-with-a-given-value,0.0
find-the-safest-path-in-a-grid,angle-between-hands-of-a-clock,0.0
find-the-value-of-the-partition,xor-operation-in-an-array,0.0
longest-palindrome,car-fleet-ii,0.0
remove-sub-folders-from-the-filesystem,design-movie-rental-system,0.0
count-collisions-on-a-road,distinct-echo-substrings,0.0
design-an-ordered-stream,increment-submatrices-by-one,0.0
palindrome-permutation,contain-virus,0.0
minimum-cost-of-buying-candies-with-discount,find-positive-integer-solution-for-a-given-equation,0.0
next-palindrome-using-same-digits,count-negative-numbers-in-a-sorted-matrix,0.0
maximum-average-pass-ratio,find-the-sum-of-subsequence-powers,0.0
remove-all-occurrences-of-a-substring,move-sub-tree-of-n-ary-tree,0.0
check-if-number-has-equal-digit-count-and-digit-value,peeking-iterator,0.0
assign-cookies,deepest-leaves-sum,0.0
clear-digits,account-balance-after-rounded-purchase,0.0
remove-max-number-of-edges-to-keep-graph-fully-traversable,best-time-to-buy-and-sell-stock,0.0
nested-list-weight-sum,arithmetic-slices,0.0
minimum-cost-to-convert-string-i,before-and-after-puzzle,0.0
sliding-window-median,nth-digit,0.0
form-largest-integer-with-digits-that-add-up-to-target,block-placement-queries,0.0
simple-bank-system,couples-holding-hands,0.0
basic-calculator-iii,fair-candy-swap,0.0
paint-fence,maximum-score-after-splitting-a-string,0.0
maximum-xor-product,plus-one-linked-list,0.0
count-equal-and-divisible-pairs-in-an-array,sort-transformed-array,0.0
find-the-minimum-cost-array-permutation,count-pairs-of-nodes,0.0
number-of-equivalent-domino-pairs,valid-number,0.0
groups-of-strings,smallest-rotation-with-highest-score,0.0
house-robber-ii,traffic-light-controlled-intersection,0.0
equal-row-and-column-pairs,number-of-ways-to-buy-pens-and-pencils,0.0
collecting-chocolates,count-prefix-and-suffix-pairs-i,0.0
minimum-height-trees,successful-pairs-of-spells-and-potions,0.0
sort-characters-by-frequency,maximum-split-of-positive-even-integers,0.0
strings-differ-by-one-character,max-increase-to-keep-city-skyline,0.0
minimum-average-difference,count-the-number-of-consistent-strings,0.0
path-with-minimum-effort,minimum-penalty-for-a-shop,0.0
minimum-add-to-make-parentheses-valid,convert-a-number-to-hexadecimal,0.0
rotate-image,remove-all-occurrences-of-a-substring,0.0
132-pattern,best-time-to-buy-and-sell-stock-with-cooldown,0.0
increasing-triplet-subsequence,regions-cut-by-slashes,0.0
video-stitching,132-pattern,0.0
task-scheduler-ii,create-binary-tree-from-descriptions,0.0
find-the-sum-of-subsequence-powers,encode-and-decode-tinyurl,0.0
minimum-moves-to-reach-target-with-rotations,nth-magical-number,0.0
insufficient-nodes-in-root-to-leaf-paths,valid-parenthesis-string,0.0
candy,minimum-ascii-delete-sum-for-two-strings,0.0
minimum-rectangles-to-cover-points,add-binary,0.0
longest-increasing-path-in-a-matrix,count-numbers-with-unique-digits-ii,0.0
closest-fair-integer,number-of-substrings-containing-all-three-characters,0.0
count-the-number-of-powerful-integers,repeated-string-match,0.0
number-of-subarrays-with-bounded-maximum,rectangle-area,0.0
arranging-coins,baseball-game,0.0
magic-squares-in-grid,inorder-successor-in-bst-ii,0.0
diameter-of-binary-tree,maximum-score-from-performing-multiplication-operations,0.0
restore-the-array,maximum-profit-of-operating-a-centennial-wheel,0.0
check-if-move-is-legal,count-good-nodes-in-binary-tree,0.0
delete-the-middle-node-of-a-linked-list,arithmetic-slices-ii-subsequence,0.0
path-sum-iv,max-stack,0.0
sentence-screen-fitting,minimum-array-length-after-pair-removals,0.0
maximum-sum-score-of-array,rearrange-words-in-a-sentence,0.0
evaluate-reverse-polish-notation,design-graph-with-shortest-path-calculator,0.0
time-needed-to-rearrange-a-binary-string,check-if-matrix-is-x-matrix,0.0
find-all-groups-of-farmland,count-common-words-with-one-occurrence,0.0
longest-zigzag-path-in-a-binary-tree,distance-between-bus-stops,0.0
number-of-valid-words-in-a-sentence,alien-dictionary,0.0
maximum-sum-of-almost-unique-subarray,the-earliest-and-latest-rounds-where-players-compete,0.0
can-make-palindrome-from-substring,remove-trailing-zeros-from-a-string,0.0
sentence-similarity-ii,maximum-number-of-moves-in-a-grid,0.0
minimize-product-sum-of-two-arrays,random-point-in-non-overlapping-rectangles,0.0
neither-minimum-nor-maximum,count-houses-in-a-circular-street-ii,0.0
longest-nice-substring,first-missing-positive,0.0
k-highest-ranked-items-within-a-price-range,integer-break,0.0
finding-the-users-active-minutes,count-ways-to-distribute-candies,0.0
read-n-characters-given-read4-ii-call-multiple-times,groups-of-strings,0.0
robot-return-to-origin,maximize-score-after-n-operations,0.0
lexicographically-smallest-palindrome,max-consecutive-ones,0.0
maximum-ascending-subarray-sum,graph-connectivity-with-threshold,0.0
flip-binary-tree-to-match-preorder-traversal,number-of-operations-to-make-network-connected,0.0
detect-capital,nth-digit,0.0
apply-discount-to-prices,bag-of-tokens,0.0
elimination-game,match-substring-after-replacement,0.0
reverse-only-letters,number-of-subarrays-with-bounded-maximum,0.0
final-value-of-variable-after-performing-operations,smallest-range-ii,0.0
add-two-numbers,heaters,0.0
rearrange-spaces-between-words,find-array-given-subset-sums,0.0
count-visited-nodes-in-a-directed-graph,guess-the-number-using-bitwise-questions-i,0.0
random-point-in-non-overlapping-rectangles,merge-triplets-to-form-target-triplet,0.0
design-most-recently-used-queue,find-in-mountain-array,0.0
greatest-sum-divisible-by-three,booking-concert-tickets-in-groups,0.0
search-a-2d-matrix,minimum-length-of-anagram-concatenation,0.0
array-of-doubled-pairs,minimize-result-by-adding-parentheses-to-expression,0.0
minimize-deviation-in-array,check-if-an-original-string-exists-given-two-encoded-strings,0.0
minimum-absolute-difference-in-bst,longest-substring-with-at-most-k-distinct-characters,0.0
design-front-middle-back-queue,binary-tree-paths,0.0
distribute-candies-among-children-iii,first-completely-painted-row-or-column,0.0
design-hit-counter,find-palindrome-with-fixed-length,0.0
reformat-the-string,maximum-height-by-stacking-cuboids,0.0
minimum-skips-to-arrive-at-meeting-on-time,merge-sorted-array,0.0
existence-of-a-substring-in-a-string-and-its-reverse,most-beautiful-item-for-each-query,0.0
number-of-adjacent-elements-with-the-same-color,swap-for-longest-repeated-character-substring,0.0
rearrange-string-k-distance-apart,design-circular-queue,0.0
n-ary-tree-postorder-traversal,keys-and-rooms,0.0
online-stock-span,divide-chocolate,0.0
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,maximum-sum-score-of-array,0.0
distinct-subsequences-ii,minimum-lines-to-represent-a-line-chart,0.0
guess-the-word,count-numbers-with-unique-digits,0.0
find-edges-in-shortest-paths,finding-the-number-of-visible-mountains,0.0
remove-boxes,longest-harmonious-subsequence,0.0
time-to-cross-a-bridge,vowel-spellchecker,0.0
find-and-replace-pattern,divide-array-into-equal-pairs,0.0
deepest-leaves-sum,sum-of-unique-elements,0.0
design-linked-list,smallest-subsequence-of-distinct-characters,0.0
sum-game,number-of-music-playlists,0.0
car-fleet-ii,previous-permutation-with-one-swap,0.0
coin-change,reward-top-k-students,0.0
fair-candy-swap,longest-nice-substring,0.0
minimum-moves-to-spread-stones-over-grid,maximum-binary-tree,0.0
count-good-nodes-in-binary-tree,find-the-index-of-the-large-integer,0.0
minimum-window-substring,distance-between-bus-stops,0.0
available-captures-for-rook,construct-binary-tree-from-string,0.0
erect-the-fence,concatenation-of-consecutive-binary-numbers,0.0
clumsy-factorial,meeting-rooms,0.0
magic-squares-in-grid,maximum-product-of-word-lengths,0.0
strong-password-checker-ii,maximize-value-of-function-in-a-ball-passing-game,0.0
dinner-plate-stacks,best-time-to-buy-and-sell-stock,0.0
print-zero-even-odd,next-greater-node-in-linked-list,0.0
maximum-value-of-an-ordered-triplet-ii,new-21-game,0.0
kth-smallest-number-in-multiplication-table,fruit-into-baskets,0.0
design-a-file-sharing-system,form-largest-integer-with-digits-that-add-up-to-target,0.0
maximum-number-of-eaten-apples,rotate-string,0.0
optimize-water-distribution-in-a-village,k-diff-pairs-in-an-array,0.0
best-time-to-buy-and-sell-stock-iv,longest-substring-of-all-vowels-in-order,0.0
binary-search-tree-iterator-ii,find-positive-integer-solution-for-a-given-equation,0.0
count-array-pairs-divisible-by-k,my-calendar-iii,0.0
ugly-number-ii,valid-anagram,0.0
split-with-minimum-sum,4sum-ii,0.0
count-the-number-of-houses-at-a-certain-distance-ii,subtree-removal-game-with-fibonacci-tree,0.0
